"#id","#","name Name","description Desc","subTitle Floorplan Title","subDescription Floorplan Description","rarity Rarity","tags Tags","cost Gem Cost","put what you have found in the room. preferably with no luck Random Spawn Pool","Always Spawns","Conditional Spawn","First-time Spawn","Comment","Menu Sort","Chess Pieces","","TAGS","","","","","","",""
"blu011","11","Attic","High above the mansion in its lofty perch, Mt. Holly’s Attic provides curious explorers with a cache of dusty keepsakes, trinkets, and clues from a long-forgotten past.","","","Rare","Blueprint, DeadEnd","3","item:key, item:metalDetector, item:gem, item:lockPick, item:magnifyingGlass, item:sledgeHammer, item:treasureMap, item:secretGardenKey, item:shovel, item:compass, item:brokenLever","","","","","0","Bishop, W","","Puzzle","","","","","","","room:blu011:Attic"
"blu012","12","Storeroom","A dedicated storage space filled from end to end with a surplus of chairs, carpets, paintings and a handful of other things that had at one time been in vogue and on display elsewhere in the house. ","","","Commonplace","Blueprint, DeadEnd, ChessPiece","0","item:shovel, item:batteryPack, item:brokenLever","item:key, item:coin, item:gem","","","","0","Pawn, W","","Mechanical","","","","","","","room:blu012:Storeroom"
"blu013","13","Nook","A snug corner reading room which serves as a quiet, private place for guests to spend a few hours of their afternoon away from the hustle and bustle of the staff. ","","","Commonplace","Blueprint, TwoWay, Left, ChessPiece","0","item:coin, intr:trunk, item:ivoryDice, item:couponBook, item:magnifyingGlass","item:key","","","","0","Rook, W","","Drafting","","","","","","","room:blu013:Nook"
"blu014","14","Garage","Entering and exiting out through the west facing private drive, the Garage serves as a more practical and informal entrance point into the estate. ","","","Unusual","Blueprint, DeadEnd, Conductive","0","item:keycard","item:key","","","Only draftable on the westernmost column; Garage door leads to outside if powered","0","","","Spread","","","","","","","room:blu014:Garage"
"blu015","15","Music Room","A small recital hall providing an ideal setup for musical performers and accompanists. It is not uncommon for at least a few recitals and performances to be held in this intimate setting each year.","","","Unusual","Blueprint, TwoWay, Left","2","item:silverKey, item:prismKey, item:secretGardenKey","item:key","","","","0","","","Tomorrow","","","","","","","room:blu015:Music Room"
"blu016","16","Locker Room","This poolside Locker Room is of course not <i>always</i> poolside, but it is much more convenient for guests when it is; and much less annoying for the servant who must follow the dripping swimmer across the house searching for their locker. ","","","Rare","Blueprint, TwoWay, Through, Spread, Addition, Conductive","0","item:key, item:gem, item:coin","","","","","0","","","Entry","","","","","","","room:blu016:Locker Room"
"blu017","17","Den","A more traditional family room, warm and inviting. So comfortable, one might assume that the countless clocks surrounding the sofas are placed in a futile attempt to avoid inevitably wasting the entire day here. ","","","Commonplace","Blueprint, ChessPiece, ThreeWay, RightLeft, Fireplace","0","item:luckyRabbitsFoot, intr:trunk, item:treasureMap","item:gem","","","","0","Pawn, W","","Permanent","","","","","","","room:blu017:Den"
"blu018","18","Wine Cellar","A short staircase leads down to this below ground cellar revealing an impressive collection of bottles from every respectable vintage of the last 200 years. To the seasoned wine aficionado, the labels displayed here would indicate a preference for prioritizing extravagance and rarity over quality. ","","","Commonplace","Blueprint, DeadEnd","0","","item:gem","","","","0","None","","Upgrade","","","","","","","room:blu018:Wine Cellar"
"blu019","19","Trophy Room","The polished brass of the treasured laurels filling the trophy cases of this room reveal the pride their owner must feel having earned them. Achievement is its own reward but a gold cup is also nice. ","","","Rare","Blueprint, TwoWay, Left, Fireplace","5","","item:gem","","","","0","","","Objective","","","","","","","room:blu019:Trophy Room"
"blu020","20","Ballroom","An opulent hall with a polished mirror floor. In the old days, numerous balls and dances were held in this splendid room. However, as he aged, the Baron began to prefer private parties in the Parlor over the grand formal receptions of his youth. ","","","Unusual","Blueprint, TwoWay, Through, Entry","2","","","","","","0","","","","","","","","","","room:blu020:Ballroom"
"blu021","21","Pantry","A well stocked pantry is always the true test of a large estate, and keeping Mt. Holly’s wide gamut of ingredients and supplies stocked has always been one of the primary priorities of the house staff.  ","","","Commonplace","Blueprint, TwoWay, Left","0","item:apple, item:banana, item:orange, item:salt, item:couponBook","item:coin","","","","0","None","","Conductive","","","","","","","room:blu021:Pantry"
"blu022","22","Rumpus Room","A uniquely modern fashioned gaming room, the Rumpus Room has provided many guests of the estate with countless hours of recreation. The room is outfitted with a record player, two television sets, a collection of board games and a mysterious antique fortune telling automaton named “Alzara”.","","","Standard","Blueprint, ChessPiece, TwoWay, Through","1","","item:coin","","","","0","Bishop, B","","Fireplace","","","","","","","room:blu022:Rumpus Room"
"blu023","23","Vault","A secure onsite depository fitted with steel walls and numbered lockers. This fortified strongroom holds a good portion of the Sinclair fortune despite the fact that several inventories have led accountants to assume the true legacy is hidden elsewhere. ","","","Rare","Blueprint, ChessPiece, DeadEnd","3","item:upgradeDisk, item:couponBook, item:coin, intr:trunk","item:coin","","","","0","Rook, W","","Animal","","","","","","","room:blu023:Vault"
"blu024","24","Office","The late Sinclair’s personal home office, a room he used exclusively for business affairs and the running of the estate, a task he took increasingly more satisfaction in overseeing in his later years. ","","","Standard","Blueprint, ChessPiece, TwoWay, Left, Spread","2","item:upgradeDisk","","item:gem","item:upgradeDisk","","0","King W","","ChessPiece","","","","","","","room:blu024:Office"
"blu025","25","Drawing Room","A social sitting room adorned wall to wall with artwork and drawings. An unfinished sketch of your uncle sits on an easel in the middle of the room, providing a vivid image of what were presumably his final days (depending on when the project was abandoned). ","","","Commonplace","Blueprint, ChessPiece, ThreeWay, RightLeft, Drafting","1","","","item:gem","","","0","Pawn, W","","Lever","","","","","","","room:blu025:Drawing Room"
"blu026","26","Study","After the passing of the Baroness Auravei, her private study was claimed by her eldest son, Herbert Sinclair. For years, he immersed himself in the countless notebooks she left behind, drawing inspiration from her discarded ideas. From mechanical puzzles to architectural blueprints, each endeavor he pursued in this room was realized in the shade of her creative legacy. ","","","Unusual","Blueprint, ChessPiece, DeadEnd, Drafting","0","item:gem, item:keycard, item:ivoryDice","","item:gem","","","0","Queen, B","","","","","","","","","room:blu026:Study"
"blu027","27","Library","Two stories of wall-to-wall books surround the reader in this room, exhibiting either a bountiful spring of knowledge or typical interior design sensibilities of the wealthy. A few books have been withdrawn from the shelves and placed on rostrum stands in various corners of the library. ","","","Unusual","Blueprint, TwoWay, Left, Drafting","0","item:gem","","","","","0","","","DeadEnd","","","","","","","room:blu027:Library"
"blu028","28","Chamber Of Mirrors","Reflections of reflections, this confusing room can sometimes prove disorienting to the wayward guest. However, upon closer inspection, they quickly realize that viewing this room from more than one perspective is key to unraveling its secrets. ","","","Rare","Blueprint, DeadEnd, Drafting, Polymorphic","0","","","","","","0","","","TwoWay","","","","","","","room:blu028:Chamber Of Mirrors"
"blu029","29","Pool","This poolside Locker Room is of course not <i>always</i> poolside, but it is much more convenient for guests when it is; and much less annoying for the servant who must follow the dripping swimmer across the house searching for their locker. ","","","Standard","Blueprint, ThreeWay, RightLeft, Drafting","1","item:carKeys","","","","","0","None?","","ThreeWay","","","","","","","room:blu029:Pool"
"blu030","30","Drafting Studio","As an architect and engineer, it was not uncommon to find your great uncle spending the better part of his weekends here, at a drafting table with t-square and compass in hand. Over half of the floorplans of Mt. Holly were conceptualized, refined and drafted in this studio.","","","Rare","Blueprint, TwoWay, Through, Drafting","2","","","item:gem","","","0","","","FourWay","","","","","","","room:blu030:Drafting Studio"
"blu031","31","Utility Closet","One benefit of the restoration of old buildings is that it allows the owners to update and add modern amenities. The utility closet and the circuit breaker box within were set up when gas powered lighting was retired and replaced by a more fashionable home electrical system. ","","","Standard","Blueprint, Mechanical, DeadEnd","0","","","","","","0","None","","Polymorphic","","","","","","","room:blu031:Utility Closet"
"blu032","32","Boiler Room","A utility room serving as a central hub for controlling the heating and steam power supplied to various rooms of the estate. Steam power is conveyed in the estate through steam ducts that run through select rooms. These floorplans must be drafted in an alignment that will facilitate the steam traveling through the house to reach its intended destination. ","","","Unusual","Blueprint, Mechanical, ThreeWay, LeftForward","1","","","","","","0","","","BackAccess","","","","","","","room:blu032:Boiler Room"
"blu033","33","Pump Room","This facility, dedicated to the filtration and flow of water throughout the estate, houses five water pumps and three oversized tanks. The Pump Room can be utilized for a number of maintenance tasks, from draining the pool to activating the sprinkler system.","","","Unusual","Blueprint, TwoWay, Left, Mechanical, Addition, Conductive","0","","","","","","0","","","","","","","","","","room:blu033:Pump Room"
"blu034","34","Security","A control room with state of the art surveillance equipment, inventory system, and access control via an electronic computer terminal. This room is where the estate’s patrol guards kick up their feet and thank their stars they are living in a modern era.  ","","","Commonplace","Blueprint, ChessPiece, Mechanical, Conductive","1","","","","","","0","Knight, W","","Right","","","","","","","room:blu034:Security"
"blu035","35","Workshop","Springs, screws and coils scattered atop the workbench show signs of this room’s frequent use. A craftsman's studio dedicated to creativity and invention, this room was used by your uncle regularly whenever he needed to fix <i>(or improve)</i> a gadget or contraption. ","","","Unusual","Blueprint, TwoWay, Through, Mechanical","0","item:shovel, item:sledgeHammer, item:magnifyingGlass, item:coinPurse, item:metalDetector, item:compass, item:lockPick, item:batteryPack, item:brokenLever, item:luckyRabbitsFoot","","","","","0","None","","Left","","","","","","","room:blu035:Workshop"
"blu036","36","Laboratory","A fully staffed research facility furnished with all manner of scientific equipment and measurement devices. This home laboratory provides a controlled environment in a remote location, far from prying eyes and traditional safety regulations. ","","","Standard","Blueprint, TwoWay, Left, Mechanical, Conductive","1","item:magnifyingGlass, item:brokenLever","","","","","0","None","","RightLeft","","","","","","","room:blu036:Laboratory"
"blu037","37","Sauna","A traditional wood-lined Corarican style sauna, temperature controlled and exceptionally relaxing. The invigorating effects of this room will leave you waking up the next day feeling rejuvenated. ","","","Unusual","Blueprint, Tomorrow, DeadEnd, Addition","0","item:gem","","","","","0","","","LeftForward","","","","","","","room:blu037:Sauna"
"blu038","38","Coat Check","A cloakroom where guests may leave their coats, bags or hats in exchange for a claim ticket. This floor plan was usually <i>drafted</i> adjoining the Entrance Hall during larger social events such as a ball or gala.  ","","","Commonplace","Blueprint, DeadEnd, Tomorrow","0","","","","","","0","","","RightForward","","","","","","","room:blu038:Coat Check"
"blu039","39","Mail Room","A dedicated mailing room in which incoming and outgoing post and packages are sorted and then delivered within the estate to their intended recipients. ","","","Unusual","Blueprint, Tomorrow, DeadEnd","0","","","","","","0","","","Through","","","","","","","room:blu039:Mail Room"
"blu040","40","Freezer","Dedicated to deep freeze and cold storage, Mt. Holly's freezer is an insulated space kept almost as frigid as the snowy mountains of Corarica. Sustaining a subzero temperature is vital for keeping the items in this room under ice. ","","","Rare","Blueprint, Tomorrow, DeadEnd","0","","","","","","0","Pawn, W","","","","","","","","","room:blu040:Freezer"
"blu041","41","Dining Room","An intimate and warm room with a large dining table boasting a serving tray with a silver dome cover. Dinner is served here each evening.  ","","","Standard","Blueprint, ChessPiece, Fireplace","0","item:key, item:coin","","item:lunchBox","","","0","Pawn, W","","Zone","","","","","","","room:blu041:Dining Room"
"blu042","42","Observatory","Housing an impressively large telescope, Mount Holly’s observatory is a window to the world above and beyond the clouds and sky. Through its mirrored lens, even a novice stargazer will be able to distinctly appreciate the wonder, signs and constellations that punctuate the tapestry of night. ","","","Standard","Blueprint, ChessPiece, TwoWay, Left","1","item:ivoryDice, intr:trunk, item:gem, item:key","","","","","0","Knight, B","","","","","","","","","room:blu042:Observatory"
"blu043","43","Conference Room","In his latter years, H. S. Sinclair had become withdrawn from public life and conducted all business from the comfort and privacy of home. This included the occasional board meetings which were held in the professional setting of this room. ","","","Unusual","Blueprint, ThreeWay, RightLeft, Spread","0","","","","","","0","","","","","","","","","","room:blu043:Conference Room"
"blu044","44","Aquarium","In addition to having a bouquet of colorful fish swimming within them, each tank in the Aquarium is also inspired by the decor and colors of the various types of rooms found throughout the estate, including one or two red herrings.","","","Unusual","Blueprint, ThreeWay, RightLeft, Bedroom, Hallway, Green, Shop, Red, Blackprint","1","item:shovel, item:key, item:coin","","","","","0","None","","","","","","","","","room:blu044:Aquarium"
"blu045","45","Antechamber","From its root meaning <i>\The Room Before""</i>, all signs and paths point toward the Antechamber. This mysterious sealed room -resting on the 9th Rank- may prove, however, quite an initial challenge to even reach, let alone enter. Still, you can't help but draw a connection between this chamber and Room 46.","","","","Blueprint, Objective, ThreeWay, BackAccess","0","","","","","","0","","","","","","","","","","room:blu045:Antechamber"
"blu046","46","Room 46","The mysterious room mentioned in H. S. Sinclair’s will, named only by a number. Despite the house’s official blueprint only showing a total of 45 rooms, the words of the legal document make it apparent that a 46th room in the house in fact exists. Finding this room is your primary objective while on the estate. It is after all, your <b><i>bequest</i></b>. ","","","Rumored","Blueprint, Objective","0","","","","","","0","","","","","","","","","","room:blu046:Room 46"
"bed001","1","Bedroom","A familiar room that you may have slept in at some prior visit in the past. Like most bedrooms of the estate, these quarters offer you a little rest and recuperation during your long days exploring the surrounding rooms. ","","","Commonplace","Bedroom, ChessPiece, TwoWay, Left, BackAccess, Entry","0","item:gem, item:ivoryDice, item:sleepingMask","","","","","1","Pawn, W","","","","","","","","","room:bed001:Bedroom"
"bed002","2","Boudoir","A private salon with a plethora of fainting couches and chaise longues that served both as a dressing room for her Ladyship in the mornings and a cozy sitting room for her in the evenings. ","","","Standard","Bedroom, TwoWay, Left","0","","","item:gem","","","1","None?","","","","","","","","","room:bed002:Boudoir"
"bed003","3","Guest Bedroom","A small bedroom maintained and kept available for accommodating weekend guests and impromptu visitors who find themselves compelled to stay the night. ","","","Commonplace","Bedroom, ChessPiece, DeadEnd","0","item:gem, item:keycard, item:key, item:carKeys, item:compass, item:magnifyingGlass","","","","","1","Pawn, W","","","","","","","","","room:bed003:Guest Bedroom"
"bed004","4","Nursery","One of the few rooms you vividly remember from your visits here in your youth. Though even at that time, you remember feeling a little old for the activities provided here. The twin cribs found in this room might suggest that at one point in time there had been some hopeful expectations of a sudden growth of the family tree.","","","Commonplace","Bedroom, ChessPiece, Entry, DeadEnd","1","item:coin","","","","","1","Pawn, W","","","","","","","","","room:bed004:Nursery"
"bed005","5","Servant's Quarters","A cold empty room, devoid of ornamentation and personal effects. This suspiciously humble bedroom belonged to the Baron’s personal valet, Hartley Ruota, who had unchallenged access to even the most clandestine areas of the estate.","","","Unusual","Bedroom, DeadEnd","1","item:runningShoes, item:gem, intr:trunk, item:metalDetector, item:shovel, item:brokenLever, item:ivoryDice","","item:key, item:coin","","Spawns 10 coins when payroll is triggered from Office.","1","","","","","","","","","","room:bed005:Servant's Quarters"
"bed006","6","Bunk Room","The rustic, wooden stacked bunk beds evoke the enticing promise of campfire stories and childhood adventures. This bedroom served as pillowfort and bedroom to the young Sinclair boys, and has remained faithfully unchanged over the years. ","","","Unusual","Bedroom, ChessPiece, DeadEnd","0","item:coin, item:gem","","","","","1","Pawn, B (x2)","","","","","","","","","room:bed006:Bunk Room"
"bed007","7","Her Ladyship's Chamber","Tucked quietly away in the west wing of Mount Holly is the decorative bedroom of your grandmother, Lady Epsen. The style you find, unique in the house, a fitting tribute to her childhood home in Eraja. ","","","Rare","Bedroom, ChessPiece, DeadEnd","","item:telescope","","","","Only draftable on the westernmost column, on South-facing doors","1","Queen, W","","","","","","","","","room:bed007:Her Ladyship's Chamber"
"bed008","8","Master Bedroom","An unfurnished, unfinished and otherwise unremarkable empty room. The few strokes of violet paint that were applied before the abandonment of this project seem to imply this room’s intended use as a bedroom.  ","","","Rare","Bedroom, DeadEnd","2","","","","","(Supposed to be) only draftable on the easternmost columns","1","","","","","","","","","","room:bed008:Master Bedroom"
"hal001","1","Hallway","One of the many nondescript hallways snaking through the estate and providing elegant causeways between the more noteworthy destinations that the house has to offer. ","","","Commonplace","Hallway, ThreeWay, RightLeft","0","","","","","","2","None","","","","","","","","","room:hal001:Hallway"
"hal002","2","West Wing Hall","The west wing of the estate has been closed since the death of Lady Epsen. It is unsurprising therefore, that this hallway in its neglected state features boarded windows and dust smothered furniture.  ","","","Standard","Hallway, ThreeWay, RightLeft","0","","","","","Only draftable on the westernmost column; orientation is fixed (East blocked)","2","","","","","","","","","","room:hal002:West Wing Hall"
"hal003","3","East Wing Hall","This fenestrated hallway overlooks the east side of the estate grounds and is warmed in the early day by the light of the rising afternoon sun.  ","","","Unusual","Hallway, ThreeWay, RightLeft","0","","","","","Only draftable on the easternmost column; orientation is fixed (West blocked)","2","","","","","","","","","","room:hal003:East Wing Hall"
"hal004","4","Corridor","A long hall with two doors at either end that had been one of your uncle’s most frequently traveled rooms. Consequently, he had left strict instructions with the household staff that the doors of this corridor should never under any circumstance be locked. ","","","Commonplace","Hallway, TwoWay, Through","0","","","","","","2","None","","","","","","","","","room:hal004:Corridor"
"hal005","5","Passageway","A long cramped series of unfinished passages used primarily by the servant staff to traverse the estate quickly. ","","","Commonplace","Hallway, FourWay, Conductive","2","","","","","","2","None","","","","","","","","","room:hal005:Passageway"
"hal006","6","Secret Passage","A small “deadend” room with an ordinary bookcase, that exemplifies that the best means to escape the confinements of our world has always been through books. ","","","Unusual","Hallway, ChessPiece, Polymorphic, TwoWay, Through","1","","","","","","2","Pawn, B","","","","","","","","","room:hal006:Secret Passage"
"hal007","7","Foyer","The grand baroque hall of Mt. Holly is impressive to behold. This ornamented passage is flanked with marble pillars and features bust statues of the more prominent figures of the Sinclair family legacy. ","","","Unusual","Hallway, TwoWay","2","","","","","","2","","","","","","","","","","room:hal007:Foyer"
"hal008","8","Great Hall","A room of many doors and even more choices. The Great Hall is unquestionably the largest hallway of the house but it is also the least useful, for the doors “lining” its walls are always locked. Perhaps for a reason. ","","","Unusual","Hallway, FourWay, Lever","0","item:key, item:coin, item:gem","","","","","2","","","","","","","","","","room:hal008:Great Hall"
"gre001","1","Terrace","A terrace balcony overlooking the grounds providing an ideal spot for appreciating all the verdure and greenery that the estate offers. ","","","Standard","Green, DeadEnd","0","","","","","","3","","","","","","","","","","room:gre001:Terrace"
"gre002","2","Patio","A roofed outdoor seating area located along the perimeter of the estate. During the summer evenings, it is not unusual for the grill to be employed while entertaining acquaintances of a more informal nature.","","","Standard","Green, TwoWay, Left, Spread","1","item:shovel, item:metalDetector","","","","","3","","","","","","","","","","room:gre002:Patio"
"gre003","3","Courtyard","A charming spot granting guests a bit of fresh air and open skies within the privacy of the manor walls. However, the ground below looks like it has been recently disturbed and several suspicious piles of dirt spoil the otherwise picturesque scene. ","","","Standard","Green, ThreeWay, RightLeft","1","item:shovel, item:metalDetector, item:sledgeHammer","","","","","3","","","","","","","","","","room:gre003:Courtyard"
"gre004","4","Cloister","A covered walk and colonnade surrounding an enclosed and seemingly inaccessible garden. A solitary angelic statue in the center of the grassy patch provides this secluded court a hallowed atmosphere.  ","","","Unusual","Green, FourWay","3","","","","","","3","None","","","","","","","","","room:gre004:Cloister"
"gre005","5","Veranda","This relaxing breezeway serves as an ideal spot for rocking chairs and lemonade.","","","Unusual","Green, TwoWay, Through","2","item:metalDetector, item:shovel, item:sledgeHammer","","","","","3","","","","","","","","","","room:gre005:Veranda"
"gre006","6","Greenhouse","This room is always warm as its glass walls and roof help to retain the sun’s rays. The gardener, however, should be scolded for the soil here is dry and the flower beds are devoid of all signs of life.|This room is always warm as its glass walls and roof help to retain the sun’s rays. The gardener should be pleased that the long-neglected flower beds have finally been blessed with the glistening gift from the sprinklers installed above. ","","","Standard","Green, DeadEnd, Lever, Polymorphic, Drafting","1","item:shovel, item:wateringCan, item:sledgeHammer","","","","","3","","","","","","","","","","room:gre006:Greenhouse"
"gre007","7","Morning Room","The best thing to go with breakfast is a morning newspaper and a coffee.  ","","","Rare","Green, TwoWay, Right, Tomorrow, Addition","0","item:ivoryDice, item:carKeys, item:luckyRabbitsFoot","item:gem","","","","3","None","","","","","","","","","room:gre007:Morning Room"
"gre008","8","Secret Garden","A floorplan so secretive it had been removed from the drafting pool to avoid anyone unwanted accidentally stumbling upon it. This secluded garden, flanked by a variety of Mora Jai fruit trees, has served as a private retreat to at least two other generations of Sinclairs. ","","","Rare","Green, Spread, ThreeWay, RightLeft, Lever","0","item:metalDetector","","","","Can't be drafted. Spawned using the Secret Garden Key. Only possible on western - or easternmost columns, not in corners, fixed orientation (Edge blocked)","3","","","","","","","","","","room:gre008:Secret Garden"
"sho001","1","Commissary","The staff commissary is always stocked with household goods and supplies at a reasonable cost. This provides the servants of the estate an invaluable service, especially to the live-in staff who may only expect to leave the property once or twice a month. ","","","Standard","Shop, TwoWay, Left","1","intr:trunk, item:gem, item:key, item:magnifyingGlass, item:metalDetector, item:shovel, item:sleepingMask","","","","","4","","","","","","","","","","room:sho001:Commissary"
"sho002","2","Kitchen","A standard kitchenette with all the typical amenities: a stove, refrigerator, oven and sink. This gallery is where the cooking staff prepares the daily cuisine that will be later served in the Dining Room.","","","Commonplace","Shop, TwoWay, Left","1","","","","","","4","None","","","","","","","","","room:sho002:Kitchen"
"sho003","3","Locksmith","Considering the amount of floor plans and different doors that can appear on any given day, it was only a matter of time before a fulltime locksmith service became an essential requisite on the estate. ","","","Unusual","Shop, DeadEnd","1","","","","","","4","","","","","","","","","","room:sho003:Locksmith"
"sho004","4","Showroom","An array of jewelry display cabinets showcasing an impressive selection of high-priced items, each unique and one of a kind. This exclusive collection is not for the faint of purse. ","","","Rare","Shop, TwoWay, Through","3","item:ornateCompass, item:emeraldBracelet, item:masterKey, item:moonPendant, item:silverSpoon","","","","","4","","","","","","","","","","room:sho004:Showroom"
"sho005","5","Laundry Room","A standard hub of domestic toil complete with washers, dryers and a state of the art steampowered unit leveraging the newly installed steam ducts leading from the boiler room. Despite its innocent appearance, this inconspicuous space is rumored to launder more than just linen. ","","","Rare","Shop, DeadEnd, Conductive","1","","","","","","4","","","","","","","","","","room:sho005:Laundry Room"
"sho006","6","Bookshop","This cozy little bookstore is often tucked away in the more secluded corners of the estate, giving guests little opportunity to appreciate the curated selection of equally rare books it offers. Titles purchased in the Bookshop will be automatically added to the Library’s book request form, which fittingly, is the only room in which this rare floorplan can be drawn. ","","","Rare","Shop, ChessPiece, TwoWay, Left","1","","","","","Only draftable from library","4","Bishop, B","","","","","","","","","room:sho006:Bookshop"
"sho007","7","The Armory","A stone chamber fitted with ancient weapons and armor from the Second Era. This room appears to predate almost every other room in the house directory and may in fact be an authentic floorplan from one of the lost strongholds of Orinda Aries. ","","","Standard","Shop, Blackprint, TwoWay, Left","0","","","","","","4","Knight","","","","","","","","","room:sho007:The Armory"
"sho008","8","Gift Shop","Thank you for visiting Mount Holly. We hope you enjoyed your stay here! ","","","Rare","Shop, ThreeWay, RightLeft, Addition","0","","","","","","4","None","","","","","","","","","room:sho008:Gift Shop"
"red001","1","Lavatory","A room one might go to great lengths to avoid showing guests despite them <i>always</i> probing for its location.","","","Commonplace","Red, DeadEnd","0","","","","","","5","","","","","","","","","","room:red001:Lavatory"
"red002","2","Chapel","A private sacristy, as ornate as the most lavish rooms of the estate, is watched over by eight Ajeran Angels depicted in stained glass. This room was more a tribute to your uncle’s vanity than it was to his faith. ","","","Commonplace","Red, ChessPiece, ThreeWay, RightLeft","0","item:coin, item:gem","","","","","5","Bishop, W","","","","","","","","","room:red002:Chapel"
"red003","3","Maid's Chamber","A typical example of the accommodations for the live-in staff on the estate. It appears this particular bedroom belongs to one of the maids. ","","","Unusual","Red, Bedroom, TwoWay, Left","0","","","item:coin","","Spawns 10 coins when payroll is triggered from Office.","5","","","","","","","","","","room:red003:Maid's Chamber"
"red004","4","Archives","Countless shelves of documents and towering file cabinets make this otherwise immense space seem small and cramped. These archives contain almost a century of records and files pertaining to the Sinclair family's numerous interests, many of which are sealed and unable to be accessed.  ","","","Unusual","Red, FourWay, Conductive","0","item:treasureMap","","","","","5","","","","","","","","","","room:red004:Archives"
"red005","5","Gymnasium","A half-court intended for basketball and racquetball which is seldom used by anyone apart from the junior staff during their lunch hour. At least they did before Mrs. Babbage disallowed the practice after noticing how worn out staff members were after a game.","","","Standard","Red, ThreeWay, RightLeft","0","item:runningShoes, item:carKeys","","item:coin, item:key","","","5","","","","","","","","","","room:red005:Gymnasium"
